Treatment,chromium,firefox,eclipse
CLAMI,0.9002896152254861,0.8258476832948696,0.8420831141504471
CLA+SUP,0.9869673148531237,0.9787857269660927,0.9694897422409259
CLA,0.999482829954489,0.9717734777205752,0.9689637033140452
