Treatment,chromium,firefox,eclipse
CLAMI,0.9002896152254861,0.8258476832948696,0.8420831141504471
CLA+SUP,0.9870707488622259,0.979052014912125,0.9695949500263019
CLA,0.999482829954489,0.9717734777205752,0.9689637033140452
