Treatment,chromium,firefox,eclipse
CLAMI,0.7052055904395382,0.7484514520151234,0.6799473304166844
CLA+SUP,0.7211356710257301,0.7892363844557362,0.7175792507204611
CLA,0.7496687644915535,0.8233225213959123,0.7478636322748944
