Treatment,chromium,firefox,eclipse
LR,0.5451688474944288,0.578595508828067,0.544826009942289
DT,0.5835095137420718,0.5898520084566596,0.5917376149934289
RF,0.5839666304782584,0.5943660362265013,0.5935089423461517
SVM,0.5527112736415062,0.5765384835152277,0.5548825781383921
NB,0.46374492886120794,0.44860293697503,0.40791954745443115
