Treatment,chromium,firefox,eclipse
LR,0.5080346106304079,0.5999457553566585,0.4409824561403509
DT,0.6031469483312463,0.6194465062029477,0.5671533288907736
RF,0.6103708460427035,0.628577408046879,0.5729891956782713
SVM,0.5381165919282511,0.5903487922171246,0.48641877637130804
NB,0.5127459633456207,0.5153189352084379,0.42927957699933905
