Treatment,chromium,firefox,eclipse
CLAMI,0.553499534474333,0.6056275376899581,0.542231426076004
CLA+SUP,0.5983026760370777,0.6636442284845974,0.6162115513306342
CLA,0.7189296147479803,0.8005681663686676,0.753337123585474
