Treatment,chromium,firefox,eclipse
LR,0.5454995041716029,0.5630381923447311,0.5644712268790179
DT,0.5431890859265786,0.5532678292948957,0.5462856214333399
RF,0.5445984385737704,0.5512350880550723,0.5515997597912901
SVM,0.544580046102691,0.5656403768380934,0.5613827432600931
NB,0.48141850963915755,0.4817703247471352,0.45297853123355025
