Treatment,chromium,firefox,eclipse
LR,0.5270665459055289,0.5892984919697847,0.46773929347352095
DT,0.5845104943794681,0.6024314775094566,0.581473811945435
RF,0.5831985719582503,0.6071394424931136,0.5855304162933938
SVM,0.547622220695,0.5843904506937118,0.5122456034986206
NB,0.4522190554936845,0.44567864386934325,0.40771108356121066
