Treatment,chromium,firefox,eclipse
CLAMI,0.5841951888463517,0.6426489914862008,0.5694531741043369
CLA+SUP,0.5983086680761099,0.6885892234729444,0.6279641163362094
CLA,0.6545340266270498,0.7416719044626021,0.6727044168904635
