Treatment,chromium,firefox,eclipse
CLAMI,0.5841951888463517,0.6426489914862008,0.5694531741043369
CLA+SUP,0.5983086680761099,0.6884749442888978,0.6265927661276498
CLA,0.6545340266270498,0.7413290669104623,0.6726472772984401
