Treatment,chromium,firefox,eclipse
LR,0.6311425061425061,0.7713767610545403,0.6621707060063224
DT,0.636739855155765,0.7690889942074777,0.6685232790631248
RF,0.6323317440957977,0.765515483624315,0.6670859538784067
SVM,0.6263736263736264,0.7824175824175824,0.6514215080346106
NB,0.5147503387887001,0.593475242943082,0.4504681539706392
