Treatment,chromium,firefox,eclipse
LR,0.37209302325581395,0.4096337352151306,0.27112736415061994
DT,0.49705731101079936,0.4340323410090852,0.4000914233472373
RF,0.5153419804582595,0.44837437860693674,0.40883378092680417
SVM,0.4159762299297183,0.3899777155591109,0.32358150962802124
NB,0.5481401062796412,0.4939146334495172,0.49431461059368037
