Treatment,chromium,firefox,eclipse
LR,0.30665134686582407,0.2628708901363272,0.2004752376188094
DT,0.4034214221881782,0.28131515637530075,0.29027013506753374
RF,0.423337163283544,0.2951082598235766,0.2978989494747374
SVM,0.34724881909868505,0.23817161186848437,0.24687343671835918
NB,0.5942806076854334,0.5635926222935044,0.5945472736368184
