Treatment,derby,mvn,lucence,phoenix,cass,jmeter,tomcat,ant,commons
CLAMI,0.572,0.9333333333333332,0.6713106635853417,0.6212276214833758,0.8366197183098592,0.7310344827586207,0.6442424242424243,0.7781818181818183,0.775
