Treatment,derby,mvn,lucence,phoenix,cass,jmeter,tomcat,ant,commons
CLAMI,0.667590830943045,0.889620253164557,0.7725991479523477,0.6935554600126069,0.7838747904402409,0.779565947980025,0.7521251842328078,0.7593472326238738,0.8427887619162787
